iter	RMSE
1153	60965.77358
1154	60963.59853
1155	60963.39809
1156	60961.97115
1157	60960.32784
1158	60957.5121
1159	60954.55218
1160	60952.82159
1161	60951.49207
1162	60948.18069
1163	60944.28934
1164	60942.21231
1165	60938.08355
1166	60935.14065
1167	60933.1105
1168	60929.49566
1169	60925.27029
1170	60923.21515
1171	60922.02432
1172	60919.65868
1173	60915.33701
1174	60911.99697
1175	60907.93514
1176	60906.01949
1177	60903.35535
1178	60899.3881
1179	60895.57729
1180	60895.5066
1181	60892.15999
1182	60890.88117
1183	60886.58053
1184	60884.86645
1185	60881.60069
1186	60880.36326
1187	60877.69803
1188	60873.81685
1189	60871.02088
1190	60867.50445
1191	60863.19857
1192	60861.62813
1193	60858.7779
1194	60856.63895
1195	60853.21203
1196	60853.02217
1197	60849.76055
1198	60848.20563
1199	60847.02026
1200	60842.94638
1201	60842.79749
1202	60840.47156
1203	60838.63811
1204	60834.04745
1205	60828.2601
1206	60826.25247
1207	60822.29908
1208	60819.455
1209	60817.40833
1210	60814.21529
1211	60810.89905
1212	60808.64853
1213	60806.40266
1214	60801.43045
1215	60800.17935
1216	60795.27422
1217	60794.12644
1218	60786.56901
1219	60785.45597
1220	60781.87376
1221	60776.41614
1222	60774.85592
1223	60773.19058
1224	60768.86837
1225	60764.79762
1226	60761.47444
1227	60754.74041
1228	60750.83559
1229	60750.76876
1230	60750.68597
1231	60746.49749
1232	60744.12935
1233	60739.54935
1234	60736.28148
1235	60729.96629
1236	60723.41099
1237	60717.47534
1238	60714.2444
1239	60710.54486
1240	60707.54473
1241	60702.68551
1242	60702.61895
1243	60701.6649
1244	60701.59915
1245	60699.34882
1246	60698.22023
1247	60693.25962
1248	60690.60308
1249	60688.08585
1250	60683.28033
1251	60681.09661
1252	60675.74857
1253	60674.64614
1254	60669.69843
1255	60664.50434
1256	60664.43937
1257	60662.37415
1258	60659.41417
1259	60658.34367
1260	60655.81408
1261	60649.5445
1262	60646.91064
1263	60643.68508
1264	60639.84859
1265	60634.94487
1266	60630.83103
1267	60627.74771
1268	60623.65334
1269	60621.10327
1270	60616.05351
1271	60614.04153
1272	60612.95817
1273	60610.64547
1274	60610.58078
1275	60605.85026
1276	60603.91137
1277	60602.08587
1278	60594.92975
1279	60593.86306
1280	60587.63567
1281	60586.34518
1282	60583.6728
1283	60582.63751
1284	60578.42729
1285	60572.62831
1286	60567.0405
1287	60564.07493
1288	60564.01238
1289	60561.41763
1290	60561.35578
1291	60557.7347
1292	60553.71781
1293	60551.36843
1294	60551.30758
1295	60549.36605
1296	60548.05854
1297	60546.11433
1298	60544.50828
1299	60541.33659
1300	60539.4562
1301	60536.75213
1302	60532.67794
1303	60531.86274
1304	60525.73984
1305	60523.15162
1306	60519.89439
1307	60518.39065
1308	60514.04128
1309	60513.96531
1310	60512.47099
1311	60509.92992
1312	60508.45949
1313	60507.02212
1314	60503.85492
1315	60498.00891
1316	60495.33847
1317	60493.02201
1318	60487.37266
1319	60484.37141
1320	60484.31122
1321	60484.25178
1322	60481.74677
1323	60480.78432
1324	60479.38089
1325	60477.40363
1326	60471.43158
1327	60468.46157
1328	60465.12717
1329	60463.70037
1330	60458.15362
1331	60456.23854
1332	60454.0574
1333	60451.45744
1334	60450.07075
1335	60443.65116
1336	60442.22787
1337	60440.32238
1338	60436.72469
1339	60435.49355
1340	60428.67183
1341	60425.81946
1342	60421.08325
1343	60416.36408
1344	60413.89542
1345	60410.02188
1346	60406.2154
1347	60404.84307
1348	60400.99268
1349	60398.58729
1350	60396.34944
1351	60393.32631
1352	60390.392
1353	60389.00612
1354	60386.65224
1355	60383.54263
1356	60379.70138
1357	60375.88173
1358	60371.11533
1359	60367.97345
1360	60364.88729
1361	60358.72015
1362	60357.09972
1363	60356.25827
1364	60352.1481
1365	60347.66048
1366	60343.70692
1367	60342.81293
1368	60340.76381
1369	60339.317
1370	60336.32409
1371	60333.81507
1372	60330.8512
1373	60325.91423
1374	60323.70302
1375	60317.27914
1376	60315.02599
1377	60312.60771
1378	60310.32639
1379	60307.69758
1380	60303.99612
1381	60301.82395
1382	60298.89993
1383	60298.84252
1384	60293.50591
1385	60291.20516
1386	60287.46887
1387	60282.74069
1388	60278.60455
1389	60277.22222
1390	60275.91394
1391	60275.05172
1392	60271.19818
1393	60268.30345
1394	60265.93701
1395	60265.88041
1396	60264.55674
1397	60261.73065
1398	60259.85776
1399	60254.87822
1400	60254.78278
1401	60248.58
1402	60248.52467
1403	60243.93952
1404	60242.54155
1405	60242.4741
1406	60239.06627
1407	60236.65637
1408	60235.3934
1409	60232.95037
1410	60230.90495
1411	60226.96754
1412	60224.32839
1413	60221.87733
1414	60218.72854
1415	60217.34278
1416	60215.15872
1417	60211.87087
1418	60209.22026
1419	60209.155
1420	60204.46776
1421	60201.92302
1422	60200.41724
1423	60198.64175
1424	60194.42943
1425	60189.59366
1426	60189.31513
1427	60188.09006
1428	60184.1843
1429	60182.74787
1430	60181.51243
1431	60177.0267
1432	60174.65207
1433	60172.0223
1434	60168.62036
1435	60168.53902
1436	60168.45528
1437	60166.05089
1438	60161.4999
1439	60155.46438
1440	60155.41192
1441	60155.34818
1442	60149.42865
1443	60147.02821
1444	60143.91922
1445	60143.82958
1446	60142.48151
1447	60140.1969
1448	60135.52176
1449	60134.30587
1450	60131.04221
1451	60129.26772
1452	60128.35162
1453	60128.11963
1454	60124.98458
1455	60120.76218
1456	60120.38451
1457	60118.2671
1458	60113.24141
1459	60110.9714
1460	60108.22314
1461	60107.39386
1462	60103.07994
1463	60099.4277
1464	60096.12753
1465	60095.31936
1466	60091.74866
1467	60089.57093
1468	60087.1509
1469	60084.79446
1470	60082.12421
1471	60078.99497
1472	60076.05715
1473	60071.07848
1474	60070.99833
1475	60068.544
1476	60068.46477
1477	60064.24895
1478	60060.08755
1479	60059.26435
1480	60057.16077
1481	60053.59627
1482	60050.36298
1483	60048.40849
1484	60047.4297
1485	60046.00631
1486	60042.13354
1487	60041.34398
1488	60039.19762
1489	60039.1408
1490	60038.12924
1491	60034.48396
1492	60030.40394
1493	60030.04757
1494	60026.23845
1495	60026.15033
1496	60020.60324
1497	60013.7899
1498	60012.19514
1499	60012.10854
